id,labels
813,3
814,2
815,2
816,5
817,1
818,4
819,3
820,2
821,1
822,1
823,4
824,1
825,2
826,1
827,2
828,1
829,1
830,5
831,2
832,1
833,2
834,1
835,2
836,1
837,2
838,4
839,4
840,3
841,4
842,1
843,1
844,5
845,1
846,1
847,1
848,4
849,2
850,1
851,1
852,2
853,4
854,1
855,2
856,1
857,1
858,3
859,1
860,1
861,1
862,1
863,1
864,2
865,1
866,3
867,2
868,1
869,1
870,1
871,3
872,1
873,2
874,2
875,3
876,2
877,1
878,1
879,2
880,1
881,1
882,1
883,1
884,1
885,1
886,1
887,1
888,1
889,2
890,2
891,1
892,2
893,2
894,1
895,1
896,1
897,1
898,3
899,1
900,4
901,4
902,2
903,2
904,2
905,3
906,3
907,5
908,2
909,2
910,3
911,3
912,2
913,1
914,3
915,3
916,2
917,2
918,2
919,4
920,2
921,2
922,4
923,2
924,3
925,3
926,3
927,3
928,3
929,2
930,3
931,3
932,2
933,2
934,2
935,2
936,3
937,3
938,4
939,4
940,3
941,2
942,3
943,3
944,4
945,2
946,3
947,1
948,3
949,2
950,2
951,3
952,1
953,1
954,3
955,2
956,2
957,3
958,2
959,2
960,2
961,1
962,1
963,2
964,3
965,2
966,2
967,2
968,3
969,2
970,5
971,2
972,2
973,2
974,3
975,3
976,1
977,4
978,3
979,3
980,3
981,2
982,3
983,3
984,3
985,4
986,4
987,3
988,1
989,3
990,4
991,1
992,2
993,2
994,2
995,1
996,2
997,1
998,2
999,3
1000,2
1001,3
1002,2
1003,3
1004,2
1005,2
1006,2
1007,1
1008,3
1009,2
1010,1
1011,2
1012,2
1013,2
1014,4
1015,2
1016,2
1017,2
1018,3
1019,3
1020,4
1021,3
1022,3
1023,1
1024,2
1025,2
1026,1
1027,2
1028,2
1029,3
1030,2
1031,3
1032,3
1033,1
1034,2
1035,5
1036,3
1037,1
1038,3
1039,2
1040,1
1041,1
1042,2
1043,2
1044,4
1045,3
1046,2
1047,2
1048,2
1049,3
1050,3
1051,2
1052,4
1053,5
1054,4
1055,2
1056,4
1057,3
1058,3
1059,4
1060,4
1061,4
1062,3
1063,1
1064,4
1065,2
1066,3
1067,2
1068,2
1069,3
1070,3
1071,5
1072,4
1073,3
1074,4
1075,3
1076,4
1077,3
1078,3
1079,2
1080,4
1081,3
1082,3
1083,3
1084,4
1085,2
1086,3
1087,3
1088,3
1089,4
1090,2
1091,4
1092,3
1093,3
1094,2
1095,4
1096,5
1097,3
1098,4
1099,3
1100,3
1101,4
1102,4
1103,1
1104,2
1105,4
1106,3
1107,3
1108,3
1109,3
1110,3
1111,4
1112,4
1113,3
1114,3
1115,5
1116,3
1117,3
1118,3
1119,4
1120,3
1121,3
1122,3
1123,4
1124,4
1125,1
1126,2
1127,3
1128,3
1129,3
1130,3
1131,4
1132,3
1133,3
1134,3
1135,4
1136,3
1137,3
1138,3
1139,4
1140,2
1141,3
1142,1
1143,3
1144,3
1145,4
1146,3
1147,3
1148,3
1149,4
1150,4
1151,3
1152,4
1153,4
1154,2
1155,3
1156,3
1157,1
1158,4
1159,3
1160,3
1161,1
1162,3
1163,3
1164,3
1165,2
1166,4
1167,4
1168,3
1169,4
1170,4
1171,4
1172,2
1173,4
1174,4
1175,3
1176,4
1177,3
1178,4
1179,3
1180,3
1181,4
1182,4
1183,3
1184,2
1185,4
1186,1
1187,4
1188,3
1189,4
1190,2
1191,3
1192,3
1193,3
1194,3
1195,3
1196,3
1197,3
1198,3
1199,4
1200,4
1201,1
1202,4
1203,5
1204,3
1205,4
1206,4
1207,3
1208,4
1209,2
1210,3
1211,4
1212,3
1213,4
1214,3
1215,4
1216,4
1217,4
1218,4
1219,5
1220,4
1221,2
1222,3
1223,4
1224,4
1225,4
1226,4
1227,3
1228,3
1229,2
1230,2
1231,4
1232,4
1233,4
1234,4
1235,4
1236,4
1237,2
1238,5
1239,3
1240,4
1241,4
1242,3
1243,3
1244,4
1245,4
1246,3
1247,4
1248,4
1249,4
1250,2
1251,4
1252,4
1253,2
1254,4
1255,4
1256,4
1257,4
1258,4
1259,5
1260,4
1261,5
1262,4
1263,4
1264,5
1265,4
1266,4
1267,4
1268,4
1269,4
1270,4
1271,4
1272,4
1273,4
1274,4
1275,4
1276,4
1277,4
1278,3
1279,4
1280,4
1281,4
1282,4
1283,3
1284,4
1285,1
1286,4
1287,4
1288,4
1289,4
1290,4
1291,5
1292,4
1293,1
1294,3
1295,4
1296,4
1297,5
1298,4
1299,4
1300,4
1301,4
1302,4
1303,2
1304,5
1305,5
1306,4
1307,3
1308,4
1309,4
1310,1
1311,4
1312,5
1313,4
1314,4
1315,3
1316,4
1317,4
1318,4
1319,4
1320,4
1321,5
1322,4
1323,4
1324,4
1325,5
1326,4
1327,4
1328,4
1329,4
1330,4
1331,4
1332,4
1333,3
1334,4
1335,4
1336,3
1337,4
1338,4
1339,4
1340,4
1341,3
1342,3
1343,4
1344,4
1345,5
1346,5
1347,4
1348,4
1349,2
1350,3
1351,4
1352,5
1353,1
1354,4
1355,5
1356,5
1357,5
1358,5
1359,5
1360,2
1361,4
1362,4
1363,5
1364,5
1365,1
1366,5
1367,5
1368,4
1369,2
1370,5
1371,4
1372,5
1373,5
1374,5
1375,5
1376,4
1377,5
1378,4
1379,5
1380,5
1381,5
1382,5
1383,3
1384,5
1385,5
1386,4
1387,5
1388,5
1389,5
1390,5
1391,4
1392,5
1393,5
1394,5
1395,5
1396,4
1397,4
1398,5
1399,4
1400,5
1401,4
1402,1
1403,4
1404,5
1405,5
1406,4
1407,5
1408,5
1409,5
1410,5
1411,5
1412,3
1413,4
1414,2
1415,5
1416,5
1417,4
1418,3
1419,4
1420,5
1421,4
1422,5
1423,1
1424,4
1425,5
1426,5
1427,5
1428,2
1429,4
1430,4
1431,5
1432,5
1433,2
1434,5
1435,4
1436,5
1437,5
1438,1
1439,4
1440,5
1441,5
1442,4
1443,5
1444,5
1445,5
1446,5
1447,4
1448,5
1449,4
1450,3
1451,4
1452,5
1453,4
1454,4
1455,4
1456,5
1457,5
1458,3
1459,5
1460,5
1461,5
1462,5
1463,5
1464,5
1465,5
1466,5
1467,3
1468,5
1469,5
1470,5
1471,5
1472,5
1473,1
1474,3
1475,5
1476,4
1477,4
1478,5
1479,5
1480,5
1481,4
1482,5
1483,4
1484,4
1485,5
1486,5
1487,5
1488,5
1489,4
1490,5
1491,5
1492,5
1493,5
1494,4
1495,5
1496,4
1497,4
1498,5
1499,5
1500,1
1501,2
1502,1
1503,2
1504,2
1505,1
1506,1
1507,1
1508,1
1509,1
1510,1
1511,1
1512,1
1513,1
1514,3
1515,3
1516,1
1517,1
1518,1
1519,1
1520,2
1521,1
1522,2
1523,1
1524,1
1525,1
1526,1
1527,2
1528,1
1529,2
1530,1
1531,1
1532,1
1533,1
1534,1
1535,1
1536,1
1537,1
1538,1
1539,1
1540,1
1541,3
1542,1
1543,3
1544,1
1545,1
1546,1
1547,2
1548,1
1549,1
1550,1
1551,1
1552,1
1553,2
1554,1
1555,1
1556,1
1557,1
1558,3
1559,1
1560,1
1561,1
1562,2
1563,3
1564,2
1565,2
1566,1
1567,1
1568,1
1569,1
1570,2
1571,1
1572,2
1573,1
1574,1
1575,2
1576,2
1577,1
1578,1
1579,2
1580,1
1581,1
1582,1
1583,1
1584,1
1585,1
1586,1
1587,1
1588,2
1589,1
1590,1
1591,5
1592,1
1593,1
1594,2
1595,2
1596,1
1597,2
1598,1
1599,2
1600,1
1601,1
1602,1
1603,2
1604,1
1605,5
1606,1
1607,1
1608,1
1609,1
1610,2
1611,1
1612,1
1613,2
1614,1
1615,1
1616,2
1617,1
1618,1
1619,1
1620,1
1621,1
1622,1
1623,1
1624,2
1625,1
1626,1
1627,1
1628,1
1629,1
1630,2
1631,2
1632,1
1633,1
1634,1
1635,2
1636,1
1637,1
1638,1
1639,1
1640,1
1641,1
1642,1
1643,2
1644,1
1645,1
1646,3
1647,1
1648,2
1649,5
1650,1
1651,2
1652,1
1653,2
1654,1
1655,3
1656,2
1657,2
1658,2
1659,2
1660,1
1661,5
1662,1
1663,4
1664,1
1665,2
1666,1
1667,4
1668,2
1669,2
1670,1
1671,3
1672,3
1673,2
1674,3
1675,2
1676,2
1677,3
1678,3
1679,2
1680,2
1681,2
1682,2
1683,1
1684,2
1685,2
1686,2
1687,5
1688,1
1689,3
1690,1
1691,3
1692,1
1693,1
1694,2
1695,1
1696,2
1697,3
1698,1
1699,2
1700,2
1701,3
1702,1
1703,2
1704,2
1705,2
1706,4
1707,2
1708,3
1709,2
1710,2
1711,2
1712,1
1713,2
1714,3
1715,2
1716,2
1717,2
1718,2
1719,3
1720,2
1721,2
1722,2
1723,2
1724,3
1725,2
1726,2
1727,2
1728,1
1729,3
1730,1
1731,2
1732,3
1733,1
1734,1
1735,2
1736,1
1737,2
1738,1
1739,1
1740,2
1741,3
1742,1
1743,5
1744,2
1745,2
1746,1
1747,2
1748,2
1749,2
1750,2
1751,3
1752,1
1753,5
1754,1
1755,3
1756,2
1757,1
1758,2
1759,3
1760,1
1761,2
1762,1
1763,3
1764,3
1765,2
1766,3
1767,2
1768,1
1769,2
1770,2
1771,2
1772,2
1773,2
1774,1
1775,2
1776,4
1777,3
1778,1
1779,3
1780,4
1781,1
1782,2
1783,2
1784,2
1785,1
1786,3
1787,5
1788,1
1789,1
1790,1
1791,2
1792,2
1793,2
1794,1
1795,5
1796,2
1797,5
1798,3
1799,5
1800,4
1801,4
1802,3
1803,3
1804,4
1805,1
1806,2
1807,3
1808,3
1809,3
1810,3
1811,2
1812,2
1813,3
1814,1
1815,3
1816,4
1817,3
1818,2
1819,3
1820,3
1821,3
1822,3
1823,3
1824,3
1825,4
1826,2
1827,3
1828,3
1829,2
1830,1
1831,3
1832,3
1833,3
1834,1
1835,5
1836,5
1837,4
1838,4
1839,3
1840,3
1841,2
1842,3
1843,3
1844,3
1845,2
1846,3
1847,4
1848,5
1849,3
1850,3
1851,3
1852,2
1853,4
1854,3
1855,3
1856,3
1857,4
1858,4
1859,3
1860,1
1861,3
1862,3
1863,4
1864,2
1865,2
1866,3
1867,1
1868,5
1869,3
1870,2
1871,1
1872,4
1873,3
1874,4
1875,3
1876,3
1877,3
1878,3
1879,4
1880,3
1881,3
1882,3
1883,2
1884,1
1885,2
1886,3
1887,3
1888,4
1889,4
1890,3
1891,2
1892,5
1893,3
1894,3
1895,4
1896,3
1897,3
1898,3
1899,1
1900,2
1901,3
1902,3
1903,3
1904,3
1905,2
1906,1
1907,4
1908,3
1909,2
1910,3
1911,3
1912,2
1913,4
1914,3
1915,1
1916,3
1917,2
1918,1
1919,1
1920,2
1921,2
1922,4
1923,3
1924,4
1925,3
1926,3
1927,3
1928,2
1929,3
1930,3
1931,3
1932,3
1933,3
1934,3
1935,2
1936,2
1937,3
1938,3
1939,2
1940,1
1941,2
1942,3
1943,2
1944,3
1945,3
1946,3
1947,2
1948,2
1949,2
1950,5
1951,3
1952,5
1953,3
1954,1
1955,5
1956,5
1957,4
1958,3
1959,4
1960,5
1961,4
1962,4
1963,5
1964,4
1965,5
1966,4
1967,4
1968,4
1969,4
1970,5
1971,5
1972,5
1973,1
1974,5
1975,4
1976,3
1977,3
1978,3
1979,3
1980,5
1981,2
1982,4
1983,5
1984,4
1985,4
1986,4
1987,3
1988,5
1989,3
1990,3
1991,5
1992,4
1993,3
1994,2
1995,4
1996,4
1997,4
1998,4
1999,4
2000,3
2001,2
2002,4
2003,3
2004,4
2005,3
2006,5
2007,4
2008,5
2009,3
2010,4
2011,4
2012,5
2013,3
2014,5
2015,5
2016,3
2017,4
2018,3
2019,2
2020,5
2021,4
2022,3
2023,4
2024,2
2025,4
2026,4
2027,4
2028,4
2029,4
2030,4
2031,5
2032,5
2033,1
2034,3
2035,3
2036,3
2037,5
2038,4
2039,4
2040,1
2041,4
2042,5
2043,5
2044,2
2045,4
2046,4
2047,2
2048,4
2049,4
2050,4
2051,4
2052,4
2053,4
2054,2
2055,4
2056,4
2057,4
2058,4
2059,4
2060,5
2061,4
2062,4
2063,2
2064,3
2065,4
2066,3
2067,5
2068,4
2069,4
2070,4
2071,2
2072,5
2073,4
2074,4
2075,5
2076,4
2077,4
2078,3
2079,4
2080,3
2081,4
2082,4
2083,4
2084,4
2085,5
2086,5
2087,4
2088,4
2089,2
2090,4
2091,5
2092,4
2093,5
2094,5
2095,4
2096,5
2097,4
2098,4
2099,4
2100,5
2101,5
2102,5
2103,5
2104,4
2105,5
2106,4
2107,5
2108,5
2109,5
2110,5
2111,5
2112,5
2113,5
2114,5
2115,5
2116,1
2117,3
2118,5
2119,3
2120,5
2121,5
2122,5
2123,5
2124,5
2125,3
2126,5
2127,5
2128,5
2129,4
2130,5
2131,4
2132,5
2133,5
2134,5
2135,5
2136,5
2137,4
2138,5
2139,5
2140,5
2141,5
2142,5
2143,5
2144,5
2145,5
2146,5
2147,5
2148,1
2149,5
2150,5
2151,5
2152,3
2153,5
2154,5
2155,5
2156,5
2157,5
2158,5
2159,5
2160,5
2161,1
2162,5
2163,5
2164,5
2165,4
2166,4
2167,1
2168,5
2169,4
2170,5
2171,5
2172,5
2173,5
2174,5
2175,5
2176,5
2177,5
2178,4
2179,5
2180,5
2181,3
2182,5
2183,3
2184,5
2185,5
2186,4
2187,5
2188,5
2189,5
2190,5
2191,5
2192,5
2193,5
2194,5
2195,5
2196,5
2197,5
2198,5
2199,5
2200,5
2201,5
2202,5
2203,5
2204,5
2205,4
2206,5
2207,5
2208,3
2209,5
2210,5
2211,5
2212,4
2213,5
2214,5
2215,1
2216,5
2217,5
2218,5
2219,4
2220,4
2221,1
2222,4
2223,1
2224,5
2225,5
2226,3
2227,5
2228,5
2229,5
2230,5
2231,5
2232,4
2233,5
2234,5
2235,3
2236,5
2237,5
2238,4
2239,1
2240,5
2241,5
2242,5
2243,5
2244,5
2245,5
2246,5
2247,5
2248,2
2249,5
2250,1
2251,1
2252,1
2253,2
2254,3
2255,2
2256,1
2257,1
2258,1
2259,1
2260,2
2261,2
2262,1
2263,1
2264,2
2265,1
2266,1
2267,2
2268,1
2269,1
2270,1
2271,2
2272,1
2273,1
2274,1
2275,2
2276,1
2277,1
2278,1
2279,1
2280,1
2281,3
2282,2
2283,1
2284,1
2285,1
2286,1
2287,1
2288,5
2289,1
2290,1
2291,1
2292,1
2293,1
2294,1
2295,1
2296,1
2297,2
2298,1
2299,2
2300,1
2301,2
2302,1
2303,1
2304,1
2305,2
2306,2
2307,1
2308,1
2309,2
2310,1
2311,3
2312,2
2313,2
2314,1
2315,2
2316,1
2317,5
2318,1
2319,4
2320,1
2321,1
2322,1
2323,1
2324,3
2325,1
2326,1
2327,1
2328,1
2329,1
2330,1
2331,2
2332,1
2333,1
2334,1
2335,1
2336,1
2337,1
2338,1
2339,3
2340,1
2341,1
2342,1
2343,1
2344,1
2345,2
2346,2
2347,1
2348,1
2349,1
2350,1
2351,3
2352,1
2353,3
2354,1
2355,1
2356,1
2357,1
2358,1
2359,2
2360,1
2361,1
2362,1
2363,2
2364,1
2365,1
2366,1
2367,1
2368,1
2369,1
2370,3
2371,1
2372,1
2373,1
2374,2
2375,2
2376,1
2377,2
2378,1
2379,2
2380,1
2381,3
2382,2
2383,1
2384,1
2385,1
2386,1
2387,2
2388,1
2389,2
2390,1
2391,2
2392,2
2393,2
2394,1
2395,3
2396,1
2397,1
2398,2
2399,1
2400,2
2401,2
2402,2
2403,3
2404,1
2405,2
2406,2
2407,2
2408,2
2409,4
2410,2
2411,2
2412,2
2413,2
2414,2
2415,2
2416,1
2417,3
2418,2
2419,2
2420,1
2421,3
2422,3
2423,1
2424,2
2425,3
2426,3
2427,2
2428,2
2429,2
2430,2
2431,3
2432,1
2433,2
2434,2
2435,1
2436,3
2437,1
2438,2
2439,3
2440,2
2441,3
2442,2
2443,1
2444,2
2445,1
2446,1
2447,2
2448,3
2449,2
2450,2
2451,2
2452,2
2453,2
2454,2
2455,2
2456,2
2457,3
2458,2
2459,1
2460,2
2461,1
2462,2
2463,2
2464,2
2465,2
2466,2
2467,2
2468,2
2469,1
2470,1
2471,2
2472,2
2473,2
2474,2
2475,2
2476,1
2477,2
2478,2
2479,2
2480,1
2481,2
2482,2
2483,2
2484,1
2485,3
2486,1
2487,2
2488,5
2489,3
2490,3
2491,2
2492,2
2493,1
2494,2
2495,3
2496,3
2497,2
2498,4
2499,2
2500,2
2501,2
2502,2
2503,2
2504,2
2505,2
2506,1
2507,3
2508,4
2509,3
2510,1
2511,1
2512,2
2513,2
2514,1
2515,3
2516,3
2517,1
2518,1
2519,2
2520,3
2521,2
2522,2
2523,3
2524,1
2525,1
2526,4
2527,2
2528,2
2529,2
2530,2
2531,1
2532,3
2533,2
2534,2
2535,4
2536,2
2537,2
2538,1
2539,1
2540,1
2541,2
2542,1
2543,1
2544,2
2545,1
2546,3
2547,2
2548,1
2549,2
2550,4
2551,3
2552,4
2553,2
2554,4
2555,3
2556,3
2557,1
2558,2
2559,2
2560,4
2561,2
2562,3
2563,3
2564,2
2565,3
2566,3
2567,3
2568,2
2569,3
2570,3
2571,3
2572,3
2573,1
2574,3
2575,4
2576,3
2577,2
2578,2
2579,3
2580,3
2581,3
2582,4
2583,3
2584,2
2585,3
2586,3
2587,3
2588,3
2589,4
2590,3
2591,3
2592,3
2593,3
2594,3
2595,2
2596,2
2597,3
2598,3
2599,3
2600,3
2601,2
2602,1
2603,4
2604,3
2605,3
2606,4
2607,3
2608,3
2609,3
2610,2
2611,2
2612,1
2613,1
2614,4
2615,3
2616,3
2617,4
2618,3
2619,3
2620,3
2621,3
2622,1
2623,1
2624,3
2625,5
2626,3
2627,4
2628,2
2629,4
2630,2
2631,3
2632,1
2633,3
2634,3
2635,4
2636,3
2637,1
2638,3
2639,2
2640,3
2641,3
2642,4
2643,3
2644,3
2645,3
2646,3
2647,1
2648,4
2649,4
2650,1
2651,4
2652,2
2653,2
2654,4
2655,3
2656,3
2657,3
2658,4
2659,3
2660,3
2661,3
2662,4
2663,4
2664,3
2665,5
2666,2
2667,2
2668,3
2669,3
2670,1
2671,3
2672,3
2673,4
2674,1
2675,3
2676,2
2677,3
2678,3
2679,3
2680,3
2681,2
2682,3
2683,4
2684,2
2685,2
2686,3
2687,1
2688,3
2689,5
2690,2
2691,3
2692,3
2693,3
2694,1
2695,3
2696,4
2697,2
2698,3
2699,3
2700,5
2701,2
2702,1
2703,4
2704,5
2705,4
2706,3
2707,2
2708,4
2709,5
2710,4
2711,2
2712,4
2713,3
2714,4
2715,4
2716,4
2717,4
2718,4
2719,4
2720,4
2721,4
2722,4
2723,2
2724,4
2725,4
2726,4
2727,4
2728,4
2729,4
2730,5
2731,3
2732,1
2733,3
2734,4
2735,4
2736,4
2737,4
2738,4
2739,4
2740,5
2741,5
2742,4
2743,5
2744,4
2745,4
2746,4
2747,4
2748,4
2749,5
2750,4
2751,4
2752,1
2753,4
2754,4
2755,5
2756,4
2757,4
2758,4
2759,5
2760,4
2761,4
2762,4
2763,4
2764,4
2765,5
2766,5
2767,4
2768,4
2769,4
2770,5
2771,5
2772,4
2773,1
2774,4
2775,4
2776,5
2777,5
2778,4
2779,4
2780,4
2781,4
2782,5
2783,4
2784,4
2785,5
2786,4
2787,4
2788,4
2789,1
2790,4
2791,4
2792,4
2793,4
2794,4
2795,4
2796,4
2797,4
2798,4
2799,5
2800,4
2801,4
2802,4
2803,4
2804,5
2805,2
2806,4
2807,4
2808,4
2809,5
2810,4
2811,4
2812,3
2813,4
2814,4
2815,4
2816,5
2817,4
2818,4
2819,2
2820,3
2821,4
2822,5
2823,4
2824,5
2825,4
2826,4
2827,5
2828,4
2829,4
2830,4
2831,5
2832,4
2833,4
2834,4
2835,5
2836,4
2837,4
2838,5
2839,4
2840,4
2841,5
2842,4
2843,4
2844,4
2845,4
2846,5
2847,4
2848,4
2849,2
2850,5
2851,5
2852,5
2853,5
2854,5
2855,5
2856,4
2857,3
2858,5
2859,5
2860,5
2861,5
2862,5
2863,5
2864,5
2865,5
2866,5
2867,4
2868,5
2869,5
2870,4
2871,5
2872,5
2873,5
2874,5
2875,5
2876,5
2877,5
2878,5
2879,5
2880,2
2881,5
2882,5
2883,5
2884,5
2885,4
2886,5
2887,5
2888,5
2889,5
2890,5
2891,5
2892,5
2893,5
2894,5
2895,5
2896,5
2897,3
2898,4
2899,5
2900,5
2901,4
2902,5
2903,5
2904,5
2905,5
2906,5
2907,5
2908,4
2909,5
2910,5
2911,5
2912,5
2913,5
2914,5
2915,5
2916,5
2917,5
2918,5
2919,1
2920,5
2921,5
2922,5
2923,5
2924,4
2925,5
2926,5
2927,5
2928,5
2929,5
2930,4
2931,5
2932,5
2933,4
2934,1
2935,5
2936,5
2937,5
2938,5
2939,4
2940,5
2941,5
2942,5
2943,5
2944,5
2945,5
2946,5
2947,4
2948,5
2949,5
2950,5
2951,3
2952,5
2953,5
2954,4
2955,5
2956,5
2957,5
2958,5
2959,5
2960,4
2961,5
2962,5
2963,5
2964,5
2965,4
2966,2
2967,5
2968,5
2969,5
2970,5
2971,5
2972,5
2973,5
2974,5
2975,5
2976,5
2977,5
2978,5
2979,5
2980,5
2981,5
2982,5
2983,5
2984,5
2985,5
2986,5
2987,5
2988,4
2989,2
2990,5
2991,5
2992,5
2993,5
2994,5
2995,1
2996,5
2997,5
